AssemblyAccession	Scientific.Name	taxID
GCF_900168005.1	Sphingopyxis flava	1507287
GCF_009834985.1	Deinococcus xianganensis	1507289
GCF_013867635.1	Brevibacillus halotolerans	1507437
GCF_014230355.1	Novosphingobium piscinae	1507448
GCF_900074625.1	Romboutsia hominis	1507512
GCF_000968685.2	Streptomyces antioxidans	1507734
GCF_000761495.1	Acinetobacter idrijaensis	1507807
GCF_000803315.1	Pectobacterium actinidiae	1507808
GCF_900129845.1	Cognatiyoonia sediminum	1508389
GCF_004363045.1	Aureibacillus halotolerans	1508390
GCF_000818095.1	Jeotgalibacillus malaysiensis	1508404
GCF_003115815.1	Brenneria roseae subsp. americana	1508507
GCF_014652795.1	Kushneria pakistanensis	1508770
GCF_009827455.1	Pontixanthobacter aestiaquae	1509367
GCF_000722625.1	Pseudorhizobium pelagicum	1509405
GCF_009756665.1	Permianibacter aggregans	1510150
GCF_014639875.1	Blastomonas aquatica	1510276
GCF_000816575.1	Geobacter soli	1510391
GCF_003054285.1	Litoreibacter ponti	1510457
GCF_001558155.1	Aliiruegeria sabulilitoris	1510458
GCF_014192475.1	Simiduia aestuariiviva	1510459
GCF_900302465.1	Ascidiaceihabitans donghaensis	1510460
GCF_013179555.1	Bacillus haikouensis	1510468
GCF_002303785.1	Rahnella victoriana	1510570
GCF_003614975.1	Rahnella bruchi	1510573
GCF_003602095.1	Rahnella woolbedingensis	1510574
GCF_002079945.1	Parasaccharibacter apium	1510841
GCF_001891125.1	Leuconostoc suionicum	1511761
GCF_001296225.1	Marinagarivorans algicola	1513270
GCF_001050375.1	Catenovulum maritimum	1513271
GCF_000951135.1	Rouxiella chamberiensis	1513468
GCF_002207865.1	Colwellia marinimaniae	1513592
GCF_004346105.1	Pseudobacteriovorax antillogorgiicola	1513793
GCF_900110435.1	Rhodopseudomonas pseudopalustris	1513892
GCF_900168125.1	Sphingobacterium nematocida	1513896
GCF_002934605.1	Neolewinella xylanilytica	1514080
GCF_001545095.1	Erysipelothrix larvae	1514105
GCF_001293565.1	Ahrensia marina	1514904
GCF_013408095.1	Novosphingobium marinum	1514948
GCF_900177725.1	Paraburkholderia susongensis	1515439
GCF_000803645.1	Sphingopyxis fribergensis	1515612
GCF_014647635.1	Pseudomonas matsuisoli	1515666
GCF_000753795.1	Shewanella mangrovi	1515746
GCF_002128405.1	Gottfriedia solisilvae	1516104
GCF_900379685.1	Vibrio coralliirubri	1516159
GCF_000753735.1	Pseudidiomarina atlantica	1517416
GCF_006335005.1	Nocardioides albidus	1517589
GCF_014639795.1	Gordonia jinhuaensis	1517702
GCF_014349155.1	Neolewinella lacunae	1517758
GCF_001440385.1	Bradyrhizobium valentinum	1518501
GCF_900172375.1	Aquimixticola soesokkakensis	1519096
GCF_900199215.1	Amphiplicatus metriothermophilus	1519374
GCF_900177375.1	Desulfovibrio gilichinskyi	1519643
GCF_003010965.1	Phyllobacterium sophorae	1520277
GCF_900114215.1	Streptomyces pini	1520580
GCF_002356335.1	[Mycobacterium] stephanolepidis	1520670
GCF_003008435.1	Mesoflavibacter zeaxanthinifaciens subsp. sabulilitoris	1520893
GCF_012516315.1	Limnospira fusiformis SAG 85.79	1521533
GCF_004363295.1	Mesocricetibacter intestinalis	1521930
GCF_004340985.1	Cricetibacter osteomyelitidis	1521931
GCF_014196845.1	Aurantimonas endophytica	1522175
GCF_011759585.1	Frigoribacterium endophyticum	1522176
GCF_001375535.1	Bacillus niameyensis	1522308
GCF_001375495.1	Flaviflexus massiliensis	1522309
GCF_000826525.2	Mobilicoccus massiliensis	1522310
GCF_000826065.2	Tessaracoccus massiliensis	1522311
GCF_900177895.1	Kingella negevensis	1522312
GCF_001375555.1	Numidum massiliense	1522315
GCF_000826085.1	Nigerium massiliense	1522317
GCF_001375515.1	Bacillus kwashiorkori	1522318
GCF_000761485.1	Modestobacter caceresii	1522368
GCF_003990045.1	Labedella endophytica	1523160
GCF_900115505.1	Geodermatophilus dictyosporus	1523247
GCF_014204975.1	Jiangella mangrovi	1524084
GCF_014640435.1	Hymenobacter frigidus	1524095
GCF_004519315.1	Mucilaginibacter psychrotolerans	1524096
GCF_003011895.2	Massilia glaciei	1524097
GCF_001758195.1	Pseudohongiella acticola	1524254
GCF_014199395.1	Loktanella ponticola	1524255
GCF_900184935.1	Actibacterium lipolyticum	1524263
GCF_014191715.1	Litorivivens lipolytica	1524264
GCF_000759025.1	Phaeodactylibacter xiamenensis	1524460
GCF_009733815.1	Pseudactinotalea suaedae	1524924
GCF_009761375.1	Ursidibacter arcticus	1524965
GCF_004342725.1	Testudinibacter aquarius	1524974
GCF_004745865.1	Hymenobacter wooponensis	1525360
GCF_011047135.1	Microbacterium endophyticum	1526412
GCF_011761265.1	Microbacterium halimionae	1526413
GCF_014640115.1	Sinisalibacter lacisalsi	1526570
GCF_002591895.1	Lacimicrobium alkaliphilum	1526571
GCF_014640095.1	Aquisalinus flavus	1526572
GCF_014640155.1	Planktosalinus lacus	1526573
GCF_014640175.1	Psychroflexus salis	1526574
GCF_014640195.1	Psychroflexus planctonicus	1526575
GCF_001741865.1	Bosea vaviloviae	1526658
GCF_001373415.1	Paenibacillus dakarensis	1527293
GCF_900103645.1	Oryzisolibacter propanilivorax	1527607
GCF_004363775.1	Hydromonas duriensis	1527608
GCF_001293125.1	Lawsonella clevelandensis	1528099
GCF_000763295.1	Thalassospira australica	1528106
GCF_900172265.1	Roseivivax jejudonensis	1529041
GCF_004803505.1	Arthrobacter echini	1529066
GCF_000742675.1	Bacillus atrophaeus subsp. globigii	1529886
GCF_003626655.1	Micromonospora costi	1530042
GCF_016064815.1	Acinetobacter seifertii	1530123
GCF_014646075.1	Saccharopolyspora subtropica	1530170
GCF_000743715.1	Palleronia rufa	1530186
GCF_004358165.1	Luteimonas terrae	1530191
GCF_008831075.1	Pseudoclavibacter terrae	1530195
GCF_001999765.1	Sinomonas mesophila	1531955
GCF_004358425.1	Qipengyuania sediminis	1532023
GCF_001866075.3	Anaerobacillus isosaccharinicus	1532552
GCF_010731875.1	Mycolicibacterium sarraceniae	1534348
GCF_010731895.1	Mycolicibacterium helvum	1534349
GCF_002929865.1	Vibrio hyugaensis	1534743
GCF_013087515.1	Rhizobium sophorae	1535242
GCF_002406505.1	Rhizobium sophoriradicis	1535245
GCF_013357925.1	Streptomyces lunaelactis	1535768
GCF_000971395.1	Demequina iriomotensis	1536641
GCF_003590145.2	Pseudooceanicola algae	1537215
GCF_014644295.1	Emticicia aquatilis	1537369
GCF_014699135.1	Undibacterium aquatile	1537398
GCF_004339085.1	Thiogranum longum	1537524
GCF_003096835.1	Balneicella halophila	1537566
GCF_902459695.1	Pandoraea terrae	1537710
GCF_011762225.1	Pseudochelatococcus lubricantis	1538102
GCF_014195635.1	Pseudochelatococcus contaminans	1538103
GCF_003850045.1	Aeromicrobium camelliae	1538144
GCF_003363135.1	Alteriqipengyuania lutimaris	1538146
GCF_002531755.2	Rhizobium acidisoli	1538158
GCF_005862185.2	Rhizobium hidalgonense	1538159
GCF_002081795.1	Nocardia donostiensis	1538463
GCF_000785705.2	Methylomonas denitrificans	1538553
GCF_004366355.1	Dinghuibacter silviterrae	1539049
GCF_003259435.1	Chitinophaga dinghuensis	1539050
GCF_002003665.1	Bombella intestini	1539051
GCF_003634455.1	Flavobacterium endophyticum	1540163
GCF_014205135.1	Kribbella italica	1540520
GCF_009617855.1	Prolixibacter denitrificans	1541063
GCF_003206615.1	Salinicola acroporae	1541440
GCF_900302475.1	Defluviimonas aquaemixtae	1542388
GCF_001880225.1	Francisella frigiditurris	1542390
GCF_003194625.1	Nocardioides solisilvae	1542435
GCF_003725775.1	Marmoricola solisilvae	1542737
GCF_000764645.1	Aeromonas finlandensis	1543375
GCF_014201555.1	Oleiagrimonas soli	1543381
GCF_001007875.1	Sedimenticola thiotaurini	1543721
GCF_006861775.1	Psychrobacillus soli	1543965
GCF_001412085.1	Corynebacterium lowii	1544413
GCF_001412105.1	Corynebacterium oculi	1544416
GCF_006491595.2	Flavobacterium jejuense	1544455
GCF_014217565.1	Kribbella qitaiheensis	1544730
GCF_014874095.1	Plantactinospora soyae	1544732
GCF_014646055.1	Wenjunlia tyrosinilytica	1544741
GCF_004341445.1	Baia soyae	1544746
GCF_000949475.1	Draconibacterium sediminis	1544798
GCF_900258035.1	Caballeronia novacaledonica	1544861
GCF_902859915.1	Paraburkholderia ultramafica	1544867
GCF_900106665.1	Paracoccus sanguinis	1545044
GCF_000829715.2	Streptomyces lydicamycinicus	1546107
GCF_001889165.1	Bacillus weihaiensis	1547283
GCF_003862465.1	Pararheinheimera mesophila	1547515
GCF_003204205.1	Sanguibacteroides justesenii	1547597
GCF_001293525.1	Ideonella sakaiensis	1547922
GCF_003546685.2	Helicobacter saguini	1548018
GCF_001580015.1	Cephaloticoccus primus	1548207
GCF_001580045.1	Cephaloticoccus capnophilus	1548208
GCF_002993335.1	Alkalicoccus urumqiensis	1548213
GCF_001677435.1	Woeseia oceani	1548547
GCF_003258315.1	Bradymonas sediminis	1548548
GCF_004116265.1	Anaerobacillus alkaliphilus	1548597
GCF_001573155.1	Aequorivita aquimaris	1548749
GCF_014202215.1	Quisquiliibacterium transsilvanicum	1549638
GCF_014138425.1	Rufibacter quisquiliarum	1549639
GCF_004358105.1	Sapientia aquatica	1549640
GCF_004328075.1	Siculibacillus lacustris	1549641
GCF_007474535.1	Chryseobacterium echinoideorum	1549648
GCF_000982415.1	Kiloniella litopenaei	1549748
GCF_001611975.1	Haematospirillum jordaniae	1549855
GCF_000764535.1	Sphingomonas taxi	1549858
GCF_900324035.1	Bradyrhizobium vignae	1549949
GCF_000949455.1	Ruthenibacterium lactatiformans	1550024
GCF_010882125.1	Peribacillus alkalitolerans	1550385
GCF_002355435.1	Mucilaginibacter gotjawali	1550579
GCF_003431825.1	Blastomonas fulva	1550728
GCF_003703815.1	Corticibacter populi	1550736
GCF_004104075.1	Leeuwenhoekiella polynyae	1550906
GCF_014224295.1	Listeria booriae	1552123
GCF_008107625.1	Zoogloea oleivorans	1552750
GCF_008329645.1	Mycobacterium grossiae	1552759
GCF_003966915.1	Mycoavidus cysteinexigens	1553431
GCF_004054105.1	Gemmobacter intermedius	1553448
GCF_014595875.1	Psychrobacter ciconiae	1553449
GCF_001544015.1	Limnochorda pilosa	1555112
GCF_001685485.1	Formosa haliotis	1555194
GCF_003851125.1	Sulfuriferula multivorans	1559896
GCF_014640335.1	Edaphobacter dinghuensis	1560005
GCF_004123295.1	Silvibacterium dinghuense	1560006
GCF_001267535.1	Erwinia iniecta	1560201
GCF_001672295.1	Halodesulfovibrio spirochaetisodalis	1560234
GCF_001717955.1	Sphingomonas panacis	1560345
GCF_002838765.1	Kangiella profundi	1561924
GCF_009602435.1	Sediminibacillus terrae	1562106
GCF_014640315.1	Hymenobacter glacieicola	1562124
GCF_007671655.1	Marinobacter piscensis	1562308
GCF_003313505.1	Pedobacter nanyangensis	1562389
GCF_014191725.1	Microbulbifer rhizosphaerae	1562603
GCF_007859195.1	Streptococcus cuniculipharyngis	1562651
GCF_002119425.1	Desulfurella amilsii	1562698
GCF_001017755.1	Frankia coriariae	1562887
GCF_014109725.1	Comamonas piscis	1562974
GCF_001411475.1	Pseudomonas endophytica	1563157
GCF_009295515.1	Erwinia endophytica	1563158
GCF_008373795.1	Citrobacter pasteurii	1563222
GCF_014196805.1	Sulfitobacter undariae	1563671
GCF_001747105.1	Roseivirga misakiensis	1563681
GCF_013201705.1	Aliarcobacter faecis	1564138
GCF_900215145.1	Geodermatophilus sabuli	1564158
GCF_900188375.1	Geodermatophilus pulveris	1564159
GCF_900182545.1	Geodermatophilus aquaeductus	1564161
GCF_006717095.1	Blastococcus colisei	1564162
GCF_008124835.1	Blastococcus xanthinilyticus	1564164
GCF_002904165.1	Herbinix hemicellulosilytica	1564487
GCF_007993045.1	Phaeodactylibacter luteus	1564516
GCF_001458115.1	Gracilibacillus massiliensis	1564956
GCF_014652835.1	Limoniibacter endophyticus	1565040
GCF_000262345.1	Streptomyces xiaopingdaonensis	1565415
GCF_011762485.1	Yeosuana marina	1565536
GCF_001705425.1	Mesorhizobium hungaricum	1566387
GCF_014640455.1	Aquisalinus luteolus	1566827
GCF_001050035.1	Mycolicibacterium komanii	1566885
GCF_001050015.1	Mycolicibacterium malmesburyense	1566886
GCF_000971985.1	Paenibacillus dauci	1567106
GCF_000971965.1	Paenibacillus wulumuqiensis	1567107
GCF_001647285.1	Rufibacter roseus	1567108
GCF_008795985.1	Marinobacter halotolerans	1569211
GCF_014656415.1	Seohaeicola zhoushanensis	1569283
GCF_014529935.1	Chitinophaga qingshengii	1569794
GCF_002149925.1	Thioflexithrix psekupsensis	1570016
GCF_014641195.1	Marinithermofilum abyssi	1571185
GCF_002734215.1	Fredinandcohnia onubensis	1571209
GCF_008973755.1	Nitrincola alkalilacustris	1571224
GCF_014192415.1	Microbacterium proteolyticum	1572644
GCF_013394205.1	Neptunomonas phycophila	1572645
GCF_000802385.1	Croceibacterium mercuriale	1572751
GCF_014138385.1	Fontibacillus solani	1572857
GCF_014197145.1	Gellertiella hungarica	1572859
GCF_003144325.1	Proteus terrae	1574161
GCF_000817745.2	Aphanocapsa montana BDHKU210001	1574475
GCF_000817775.2	Lyngbya confervoides BDU141951	1574623
GCF_003384605.1	Cutibacterium namnetense	1574624
GCF_900113665.1	Planctomicrobium piriforme	1576369
GCF_003716585.1	Corynebacterium alimapuense	1576874
GCF_014656355.1	Camelimonas fluminis	1576911
GCF_900092135.1	Raineyella antarctica	1577474
GCF_001006305.1	Silvibacterium bohemicum	1577686
GCF_001449115.1	Terracidiphilus gabretensis	1577687
GCF_008692605.1	Sphingobium estronivorans	1577690
GCF_008933165.1	Phaeocystidibacter marisrubri	1577780
GCF_000808015.1	Terrisporobacter othiniensis	1577792
GCF_000784735.1	Dickeya undicola	1577887
GCF_001456355.1	Mycobacteroides saopaulense	1578165
GCF_003515685.1	Neobacillus notoginsengisoli	1578198
GCF_001282945.1	Helicobacter ailurogastricus	1578720
GCF_000812665.2	Falsihalocynthiibacter arcticus	1579316
GCF_014191775.1	Limibacillus halophilus	1579333
GCF_001984705.1	Streptococcus azizii	1579424
GCF_001187785.1	Wenzhouxiangella marina	1579979
GCF_000826835.1	Phaeobacter piscinae	1580596
GCF_002850745.1	Nonomuraea indica	1581193
GCF_001010945.1	Aurantiacibacter luteus	1581420
GCF_004101785.1	Gudongella oleilytica	1582259
GCF_002174125.1	Acinetobacter populi	1582270
GCF_014647755.1	Porphyromonas pasteri	1583331
GCF_014450905.1	Pseudomonas cerasi	1583341
GCF_000829905.1	Beduini massiliensis	1585974
GCF_003614945.1	Bergeyella cardium	1585976
GCF_004352825.1	Luteimonas arsenica	1586242
GCF_900018365.1	Apibacter mensalis	1586267
GCF_001701025.1	Lentzea guizhouensis	1586287
GCF_000970675.1	Domibacillus tundrae	1587527
GCF_014640255.1	Subtercola lobariae	1588641
GCF_014646035.1	Nocardioides deserti	1588644
GCF_002285435.1	Actibacterium ureilyticum	1590614
GCF_000829465.1	Cohnella kolymensis	1590652
GCF_003014695.1	Dyadobacter jiangsuensis	1591085
GCF_007994735.1	Nesterenkonia populi	1591087
GCF_001602095.1	Helicobacter himalayensis	1591088
GCF_002802965.1	Sporolactobacillus pectinivorans	1591408
GCF_011040495.1	Pseudohalocynthiibacter aestuariivivens	1591409
GCF_008000815.1	Terriglobus albidus	1592106
GCF_001748225.1	Desulfoplanes formicivorans	1592317
GCF_005146945.1	Prauserella endophytica	1592324
GCF_014156615.1	Pantoea pleuroti	1592631
GCF_001757355.1	Sphingobium phenoxybenzoativorans	1592790
GCF_900230225.1	Spirosoma fluviale	1597977
GCF_002009235.1	Planococcus faecalis	1598147
GCF_900111295.1	Salipaludibacillus aurantiacus	1601833
GCF_000833995.1	Prevotella pectinovora	1602169
GCF_008923245.1	Cytobacillus depressus	1602942
GCF_014640815.1	Halomonas lutescens	1602943
GCF_000964005.1	Williamsia herbipolensis	1603258
GCF_002760665.1	Massilia psychrophila	1603353
GCF_001278055.1	Desulfuromonas soudanensis	1603606
GCF_014898175.1	Bifidobacterium lemurum	1603886
GCF_900155935.1	Lysobacter tolerans	1604334
GCF_000940515.1	Mannheimia massilioguelmaensis	1604354
GCF_004329705.1	Jiulongibacter sediminis	1605367
GCF_900105555.1	Pseudomonas coleopterorum	1605838
GCF_003233695.1	Lysobacter maris	1605891
GCF_003201355.1	Dysgonomonas alginatilytica	1605892
GCF_004363075.1	Actinorugispora endophytica	1605990
GCF_007682245.1	Staphylococcus argensis	1607738
GCF_014652875.1	Corticibacterium populi	1607949
GCF_014202225.1	Algibacter amylolyticus	1608400
GCF_900188035.1	Puniceibacterium sediminis	1608407
GCF_003576245.1	Henriciella algicola	1608422
GCF_001375655.1	Streptococcus varani	1608583
GCF_001403755.1	Chryseobacterium senegalense	1608584
GCF_010682105.1	Modestobacter muralis	1608614
GCF_004364975.1	Gelidibacter sediminis	1608710
GCF_008386565.1	Roseomonas oryzae	1608942
GCF_001043055.1	Pseudomonas weihenstephanensis	1608994
GCF_001043025.1	Pseudomonas helleri	1608996
GCF_009377175.1	Streptomyces adustus	1609272
GCF_900182655.1	Chryseobacterium rhizoplanae	1609531
GCF_000935025.1	Sphingomonas hengshuiensis	1609977
GCF_900177745.1	Corynebacterium pollutisoli	1610489
GCF_001005215.1	Lampropedia cohaerens	1610491
GCF_900188175.1	Pontibacter ummariensis	1610492
GCF_900107385.1	Tessaracoccus flavus	1610493
GCF_001614315.2	Halofilum ochraceum	1611323
GCF_900114875.1	Chryseobacterium limigenitum	1612149
GCF_014068355.1	Mycoplasma tullyi	1612150
GCF_002868735.1	Niveispirillum cyanobacteriorum	1612173
GCF_900096905.1	Pelagirhabdus alkalitolerans	1612202
GCF_900155925.1	Cellulosimicrobium aquatile	1612203
GCF_900114285.1	Methylocapsa palsarum	1612308
GCF_014646275.1	Streptomyces kronopolitis	1612435
GCF_001941625.1	Actinoalloteichus fjordicus	1612552
GCF_001687365.1	Pararhizobium polonicum	1612624
GCF_014641715.1	Polaromonas eurypsychrophila	1614635
GCF_014643455.1	Polymorphobacter glacialis	1614636
GCF_014196965.1	Actibacterium naphthalenivorans	1614693
GCF_009914055.1	Mixta intestinalis	1615494
GCF_001439735.1	Pseudomonas paralactis	1615673
GCF_000263675.1	Pseudomonas lactis	1615674
GCF_014646135.1	Nocardia camponoti	1616106
GCF_002556545.1	Streptomyces formicae	1616117
GCF_014646115.1	Streptomyces camponoticapitis	1616125
GCF_001421015.2	Paenibacillus bovis	1616788
GCF_009720365.1	Catellatospora paridis	1617086
GCF_003610695.1	Epilithonimonas arachidiradicis	1617282
GCF_008369745.1	Flavobacterium nitrogenifigens	1617283
GCF_003573535.1	Companilactobacillus formosensis	1617889
GCF_000952155.1	Aliterella atlantica CENA595	1618023
GCF_900096945.1	Anaerobium acetethylicum	1619234
GCF_002096055.1	Cnuibacter physcomitrellae	1619308
GCF_002233675.1	Paenibacillus herberti	1619309
GCF_014640555.1	Paenibacillus marchantiophytorum	1619310
GCF_002240225.1	Paenibacillus physcomitrellae	1619311
GCF_001517405.1	Duffyella gerundensis	1619313
GCF_002355735.1	Sulfuricaulis limicola	1620215
GCF_001005305.1	Kordia zhangzhouensis	1620405
GCF_003369925.1	Listeria kieliensis	1621700
GCF_001243895.1	Bacillus testis	1622072
GCF_001243045.1	Clostridium niameyense	1622073
GCF_001543325.1	Lutibacter profundi	1622118
GCF_009193155.1	Georgenia subflava	1622177
GCF_003427025.1	Jiangella endophytica	1623398
GCF_014645835.1	Streptomyces albiflavescens	1623582
GCF_900188275.1	Dokdonia pacifica	1627892
GCF_001282625.1	Lascolabacillus massiliensis	1627894
GCF_004365575.1	Hypnocyclicus thermotrophus	1627895
GCF_003096535.1	Agathobaculum butyriciproducens	1628085
GCF_003352185.1	Pseudomonas kribbensis	1628086
GCF_001752395.1	Rheinheimera salexigens	1628148
GCF_003573545.1	Mariniphaga sediminis	1628158
GCF_014621655.1	Empedobacter stercoris	1628248
GCF_014197445.1	Mesonia hippocampi	1628250
GCF_002608105.1	Nostoc linckia z6	1628744
GCF_003946885.1	Specibacter cremeus	1629051
GCF_003003235.1	Antricoccus suffuscus	1629062
GCF_000972495.1	Hymenobacter terrenus	1629124
GCF_007625155.1	Denitromonas halophilus	1629404
GCF_001006285.1	Paraclostridium benzoelyticum	1629550
GCF_001678905.1	Dermabacter vaginalis	1630135
GCF_001595645.1	Sulfurovum riftiae	1630136
GCF_002259645.1	Bifidobacterium tissieri	1630162
GCF_002259745.1	Bifidobacterium myosotis	1630166
GCF_002259755.1	Bifidobacterium hapali	1630172
GCF_003129925.1	Bifidobacterium catulorum	1630173
GCF_900149755.1	Mesorhizobium delmotii	1631247
GCF_900156895.1	Mesorhizobium prunaredense	1631249
GCF_001049895.1	Rubeoparvulum massiliense	1631346
GCF_001247745.1	Luteipulveratus halotolerans	1631356
GCF_008710745.1	Microbacterium rhizomatis	1631477
GCF_900184225.1	Brevibacterium ihuae	1631743
GCF_001932615.1	Weissella jogaejeotgali	1631871
GCF_013133795.1	Pelistega suis	1631957
GCF_014656375.1	Aliiroseovarius zhejiangensis	1632025
GCF_001375675.1	Massilibacterium senegalense	1632858
GCF_000963695.1	Methylocucumis oryzae	1632867
GCF_014652915.1	Thalassobaculum fulvum	1633335
GCF_001562015.1	Endozoicomonas arenosclerae	1633495
GCF_002220195.1	Acetobacter oryzifermentans	1633874
GCF_013618475.1	Saccharibacillus deserti	1634444
GCF_014641495.1	Terasakiella brassicae	1634917
GCF_013249015.1	Rathayibacter agropyri	1634927
GCF_003194385.1	Pokkaliibacter plantistimulans	1635171
GCF_002120225.1	Tenacibaculum holothuriorum	1635173
GCF_014196765.1	Mycoplana azooxidifex	1636188
GCF_006861795.1	Psychrobacillus lasiicapitis	1636719
GCF_000972705.2	Limnoraphis robusta CS-951	1637645
GCF_006704205.1	Cytobacillus solani	1637975
GCF_001420595.1	Cytobacillus solani	1637975
GCF_014647615.1	Virgibacillus kapii	1638645
GCF_000971115.1	Demequina gelatinilytica	1638980
GCF_000971135.1	Demequina phytophila	1638981
GCF_000971155.1	Demequina maris	1638982
GCF_000971175.1	Demequina pelophila	1638984
GCF_000971255.1	Demequina rhizosphaerae	1638985
GCF_000971195.1	Demequina soli	1638987
GCF_000971215.1	Demequina silvatica	1638988
GCF_000971235.1	Demequina subtropica	1638989
GCF_004217115.1	Ancylomarina subtilis	1639035
GCF_003046625.1	Mangrovibacterium marinum	1639118
GCF_008693605.1	Citrobacter portucalensis	1639133
GCF_900302495.1	Pontivivens insulae	1639689
GCF_900302485.1	Aliiroseovarius pelagivivens	1639690
GCF_013000925.1	Longimicrobium terrae	1639882
GCF_011758565.1	Lysinibacter cavernae	1640652
GCF_900096565.1	Williamwhitmania taraxaci	1640674
GCF_001050095.1	Enterococcus massiliensis	1640685
GCF_002075285.3	Halomicronema hongdechloris C2206	1641165
GCF_001441615.1	Roseovarius atlanticus	1641875
GCF_001975025.1	Streptomyces alfalfae	1642299
GCF_005889725.1	Nonomuraea zeae	1642303
GCF_004138495.1	Phytoactinopolyspora endophytica	1642495
GCF_900095795.1	Petrimonas mucosa	1642646
GCF_900095135.1	Proteiniphilum saccharofermentans	1642647
GCF_002245355.1	Paludifilum halophilum	1642702
GCF_001632745.1	Aquimarina aggregata	1642818
GCF_014647855.1	Shewanella gelidii	1642821
GCF_013466985.1	Nocardioides ungokensis	1643322
GCF_004522235.1	Amycolatopsis nivea	1644109
GCF_003574095.1	Calidithermus roseus	1644118
GCF_004011865.1	Prescottella agglutinans	1644129
GCF_013408295.1	Psychromicrobium silvestre	1645614
GCF_002895945.1	Lysobacter silvestris	1645665
GCF_003576535.1	Nakamurella silvestris	1645681
GCF_001280435.1	Mangrovimonas xylaniphaga	1645915
GCF_014138495.1	Flavobacterium gossypii	1646119
GCF_013359795.1	Sphingomonas zeae	1646122
GCF_015167415.1	Kosakonia pseudosacchari	1646340
GCF_015476605.1	Rouxiella silvae	1646373
GCF_011067265.1	Rouxiella badensis	1646377
GCF_003614855.1	Chitinophaga barathri	1647451
GCF_001561995.1	Pseudovibrio hongkongensis	1647556
GCF_011927765.1	Wenyingzhuangia aestuarii	1647582
GCF_013344475.1	Martelella limonii	1647649
GCF_014486695.1	Flavobacterium buctense	1648146
GCF_001005295.1	Streptomyces yangpuensis	1648182
GCF_001077815.2	Aurantiacibacter atlanticus	1648404
GCF_002993925.1	Bacillus paralicheniformis	1648923
GCF_003236175.1	Taibaiella soli	1649169
GCF_900186165.1	Listeria goaensis	1649188
GCF_003054055.1	Pontibacter mucosus	1649266
GCF_001484965.1	Alkalihalobacillus shacheensis	1649580
GCF_014200235.1	Rhizobium paranaense	1650438
GCF_001418495.1	Streptomyces pathocidini	1650571
GCF_001244495.1	Clostridium phoceensis	1650661
GCF_001403615.1	Desnuesiella massiliensis	1650662
GCF_001486665.1	Fournierella massiliensis	1650663
GCF_003050785.1	Celeribacter persicus	1651082
GCF_014652655.1	Amylibacter ulvae	1651968
GCF_003003355.1	Donghicola tyrosinivorans	1652492
GCF_001643015.1	Corynebacterium crudilactis	1652495
GCF_014641075.1	Paenibacillus nasutitermitis	1652958
GCF_002259795.1	Bifidobacterium aquikefiri	1653207
GCF_003435335.1	Sellimonas intestinalis	1653434
GCF_001754075.1	Merdimonas faecis	1653435
GCF_001548275.1	Caldimicrobium thiodismutans	1653476
GCF_014145225.1	Thiospirillum jenense	1653858
GCF_000695255.1	Photobacterium galatheae	1654360
GCF_900636685.1	Staphylococcus schweitzeri	1654388
GCF_001238275.1	Bradyrhizobium viridifuturi	1654716
GCF_003390395.1	Thalassotalea euphylliae	1655234
GCF_003710935.1	Brevibacillus gelatini	1655277
GCF_014202275.1	Rhabdobacter roseus	1655419
GCF_004786095.1	Serinibacter arcticus	1655435
GCF_003236315.1	Micromonospora craterilacus	1655439
GCF_002744755.1	Leeuwenhoekiella nanhaiensis	1655491
GCF_900185015.1	Octadecabacter ascidiaceicola	1655543
GCF_001757105.1	Alteromonas confluentis	1656094
GCF_011761305.1	Sphingomonas vulcanisoli	1658060
GCF_001282685.1	Niameybacter massiliensis	1658108
GCF_900184255.1	Haloimpatiens massiliensis	1658110
GCF_001282725.1	Inediibacterium massiliense	1658111
GCF_002954445.1	Rubritalea profundi	1658618
GCF_008386635.1	Maribacter flavus	1658664
GCF_001045555.1	Marinobacter subterrani	1658765
GCF_002021945.1	Campylobacter pinnipediorum subsp. pinnipediorum	1660067
GCF_007845645.1	Leekyejoonella antrihumi	1660198
GCF_901447155.2	Peptoniphilus catoniae	1660341
GCF_003014475.1	Shimia abyssi	1662395
GCF_001550065.1	Kordiimonas lipolytica	1662421
GCF_900093775.1	Bacillus glycinifermentans	1664069
GCF_014201885.1	Deinococcus budaensis	1665626
GCF_012395255.1	Oleiagrimonas citrea	1665687
GCF_001517585.1	Roseibaca calidilacus	1666912
GCF_007623795.1	Vibrio algivorus	1667024
GCF_902381725.1	Dermabacter jinjuensis	1667168
GCF_008014775.1	Alkalicoccus halolimnae	1667239
GCF_001039045.1	Lactiplantibacillus herbarum	1670446
GCF_001050155.1	Nitratireductor soli	1670619
GCF_001889605.1	Aquibium oceanicum	1670800
GCF_004300825.1	Egicoccus halophilus	1670830
GCF_004322855.1	Egibacter rhizosphaerae	1670831
GCF_009834165.1	Rathayibacter tanaceti	1671680
GCF_001187535.1	Rhizobium ecuadorense	1671795
GCF_900233005.1	Vibrio tapetis subsp. tapetis	1671868
GCF_002078095.1	Xaviernesmea rhizosphaerae	1672749
GCF_900095025.1	Acinetobacter albensis	1673609
GCF_900184945.1	Maliponia aquimaris	1673631
GCF_001261775.1	Anaeromassilibacillus senegalensis	1673717
